name,address,phone_numbers,websites
University of Minnesota - Detainee Rights Clinic,"190 Mondale Hall, 229 19th Avenue South, Minneapolis, MN 55455",(612) 301-1156,rlchan@umn.edu
Volunteer Lawyers Network,"600 Nicollet Mall, Suite 390A, Minneapolis, MN 55402",(612) 752-6677,http://vlnmn.org 	vln@vlnmn.org
Catholic Charities of Jackson - Immigration Clinic,"200 N. Congress St, Suite 100, Jackson, MS 39201",(601) 948-2635,http://www.catholiccharitiesjackson.org 	immclinic@ccjackson.org
El Pueblo,"856 Division Street, Biloxi, MS 39530",(228) 436-3986,http://www.elpueblo-ms.org 	info@elpueblo-ms.org
Mississippi Immigrants Rights Alliance (Biloxi Office),"610 Water Street, Biloxi, MS 39530",(228) 386-5164,http://www.yourmira.org 
Mississippi Immigrants Rights Alliance (Jackson Office),"612 N. State St., Suite B, 2nd Floor, Jackson, MS 39202",(601) 354-9355 ext. 3,http://www.yourmira.org 
Bi-Lingual International Assistant Services (St. Louis Office),"1329 Macklind Ave, Suite 210, St. Louis, MO 63110",(314) 645-7800,http://bilingualstl.org 	admin@Bilingualstl.org
"Catholic Charities of Central and Northern Missouri, Diocese of Jefferson City - Refugee & Immigration Services","1130 E. Elm St, P.O. Box 2183, Jefferson City, MO 65102",(573) 632-0017,http://www.cccnmo.org 	ltran@cccnmo.org
Catholic Charities of St. Louis - Catholic Immigration Law Project,"100 N. Tucker Blvd., Suite 726, St. Louis, MO 63101",(314) 977-7282,https://sfcsstl.org/locations/clam/ 
Immigration Professionals,"214 W. 18th St., Suite 100, Kansas City, MO 64108",(816) 221-2277,http://www.immigrationprofessionals.us 	info@immigrationprofessionals.us
International Institute of St. Louis,"3401 Arsenal Street, St. Louis, MO 63118",(314) 773-9090,http://www.iistl.org 	maasl@iistl.org
InterServ - Immigrant Services Program,"1412 N. 3rd Street, St. Joseph, MO 64505",(816) 232-7779 ext. 228,http://www.inter-serv.org/immigrant_services.htm 	dsalcido@inter-serv.org
Jewish Vocational Service,"1608 Baltimore, Kansas City, MO 64108",(816) 471-2808,http://www.jvskc.org 	info@jvskc.org
Legal Aid of Western Missouri (Kansas City West Office),"920 Southwest Blvd, Kansas City, MO 64108",(816) 474-9868,http://www.lawmo.org 
Legal Services of Eastern Missouri - Immigration Law Project (St. Louis Office),"4232 Forest Park Ave., St. Louis, MO 63108",,314 256 8741	http://www.lsem.org 	kmreid@lsem.org
Migrant and Immigrant Community Action Project,"1600 S. Kingshighway, Ste. 2N, St. Louis, MO 63110",(314) 995-6995,http://www.mica-project.org 	info@mica-project.org
The Clinic,"515 Avenida Cesar E. Chavez, Kansas City, MO 64108",(816) 994-2300,http://theclinickc.org 
HAVEN,"PO Box 752, Bozeman, MT 59771",(406) 586-7689,http://www.havenmt.org 	programdirector@havenmt.org
Catholic Charities of Omaha - Immigration Legal Assistance Services,"5211 S. 31st Street, Omaha, NE 68107",(402) 939-4615,http://www.ccomaha.org/what-we-do/immigration-legal-assistance.html 	JessicaB@ccomaha.org 
Catholic Social Services of Southern Nebraska (Lincoln Office),"2241 O St., Lincoln, NE 68510",(402) 474-1600,http://www.cssisus.org 
Centro Hispano Comunitario de Nebraska,"3020 18th Street, Suite 7, Columbus, NE 68601",(402) 564-2110,http://www.centrohispanos.com 	karen@centrohispanos.com
Justice For Our Neighbors Nebraska,"2414 E St, Omaha, NE 68107",(402) 898-1349,http://www.jfon-ne.org 	info@jfon-ne.org
Lutheran Family Services - Lutheran Immigration Services (Grand Island Office),"1811 W. 2nd Street, Suite 440, Grand Island, NE 68803",(308) 382-4255,http://www.lfsneb.org/community/immigration.asp 	cthomas@lfsneb.org
Lutheran Family Services - The Welcome Center,"200 West 7th Street, PO Box 945, Lexington, NE 68850",(308) 324-2312 ext. 31,http://www.lfsneb.org 	ebowman@lfsneb.org
Lutheran Family Services of Nebraska (Omaha Office),"1941 South 42nd Street, Ste. 402, The Center Mall, Omaha, NE 68105",(402) 536-3529,http://www.lfsneb.org/community/immigration.asp 	ebowman@lfsneb.org
Nebraska Coalition to End Sexual and Domestic Violence,"245 S. 84th St, Suite 200, Lincoln, NE 68510",(402) 476-6256,http://www.nebraskacoalition.org 
Saint Mary's Immigration Program,"207 S Elm St, Grand Island, NE 68801",(308) 381-2855,http://www.smiplegal.com 	carmen.corona@smiplegal.com
University of Nebraska College of Law - Immigration Clinic,"172 Welpton Courtroom, Lincoln, NE 68583",(402) 472-3271,http://law.unl.edu 	kruser1@unl.edu
"Catholic Charities of Northern Nevada, St. Vincents Center - Immigration Assistance Program","500 E. 4th St, Reno, NV 89512",(775) 322-7073 ext. 730,http://ccnnimmigration.wordpress.com 	immigration@ccsnn.org
Hermandad Mexicana,"Rafael Rivera Community Center, 2900 E. Stewart Ave, Las Vegas, NV 89101",(702) 598-0052,http://www.hermandadlasvegas.org 	info@Hermandad-Mexicana.org
Legal Aid Center of Southern Nevada,"725 E. Charleston Blvd, Las Vegas, NV 89104",(702) 386-1070,http://www.lacsn.org 
Nevada Legal Services (Las Vegas Office),"530 S. 6th St, Las Vegas, NV 89101",(702) 386-0404,http://www.nlslaw.net 
Nevada Legal Services (Reno Office),"204 Marsh St., Suite 101, Reno, NV 89509",(775) 284-3491,http://www.nlslaw.net 
Volunteer Attorneys for Rural Nevadans,"904 N. Nevada St., P.O. Box 365, Carson City, NV 89703",(775) 883-8278,http://www.varn.org 	info@varn.org
Washoe Legal Services,"299 S. Arlington Ave., Reno, NV 89501",(775) 329-2727,http://www.washoelegalservices.org 
Catholic Charities New Hampshire - Immigration and Refugee Legal Services (Manchester Office),"325 Franklin St, Manchester, NH 03101",(603) 624-4717,http://www.nh-cc.org 	manchester@nh-cc.org
Catholic Charities New Hampshire - Immigration and Refugee Legal Services (Nashua Office),"261 Lake St, Nashua, NH 03060",(603) 889-9431,http://www.cc-nh.org 	info@cc-nh.org
Welcoming All Nationalities Network of the Upper Valley,"P.O. Box 203, Lyme, NH 03768",(603) 795-2155,https://www.facebook.com/WANN.uppervalley 	development@uppervalleywann.org
"African Hispanic Immigration Organization, Inc. (Newark Office)","5 Central Avenue, Newark, NJ 07102",(973) 370-0907,http://ahiolaw.org 	ahiolaw@gmail.com
"African Hispanic Immigration Organization, Inc. (Pennsauken)","4821 Westfield Ave, Pennsauken, NJ 08110",(973) 370-0907,http://ahiolaw.org 	ahiolaw@gmail.com
American Friends Service Committee - Immigrant Rights Program (Newark Office),"89 Market St, 6th Floor, Newark, NJ 07102",(973) 643-1924,http://afsc.org/program/immigrant-rights-program-newark-nj 	irpnewark@afsc.org
Camden Center for Law and Social Justice (Atlantic City Office),"9 N. Georgia Ave, Atlantic City, NJ 08401",(856) 583-2950,http://www.cclsj.org 
Camden Center for Law and Social Justice - Immigration Services (Camden Office),"126 N. Broadway, 2nd Floor, Camden, NJ 08102",(856) 583-2950,http://www.cclsj.org 
Casa Esperanza,"213 West Union Ave, Bound Brook, NJ 08805",(732) 748-1111,http://www.casaesperanzanj.com 	casaesperanzanj@yahoo.com
Catholic Charities of Camden - Immigration Services (Atlantic City Office),"9 N. Georgia Ave, Atlantic City, NJ 08401",(609) 345-7737,http://www.catholiccharitiescamden.org 
Catholic Charities of Camden - Immigration Services (Camden Office),"1845 Haddon Ave, Camden, NJ 08103",(856) 342-4161,http://www.catholiccharitiescamden.org 
Catholic Charities of Metuchen - Immigration Services (New Brunswick Office),"56 Throop Ave, Holy Family Parish Pastoral Center Offices, New Brunswick, NJ 08901",(732) 214-8743,http://www.ccdom.org/immigration/immigration-program 
Catholic Charities of Metuchen - Immigration Services (Perth Amboy Office),"319 Maple St., Perth Amboy, NJ 08861",(732) 324-8200,http://www.ccdom.org 
Catholic Charities of Metuchen - Immigration Services (Phillipsburg Office),"700 Sayre Avenue, Phillipsburg, NJ 08865",(908) 777-3730,http://www.ccdom.org 
Catholic Charities of Paterson - Legal Services Department,"212 Slater Street, Suite 201, Paterson, NJ 07501",(973) 279-7100,http://www.catholicharities.org/index.php?option=com_content&view=frontpage&Itemid=1 
Catholic Charities of the Archdiocese of Newark - Bishop Francis Center for Immigration Legal Services,"976 Broad St, Newark, NJ 07102",(973) 733-3516,http://www.ccannj.com 	Catholic-Charities@ccannj.org
Catholic Charities Trenton - Immigration Legal Assistance (Lakewood Office),"200 Monmouth Ave, Lakewood, NJ 08701",(732) 363-5322,http://www.catholiccharitiestrenton.org 	info@cctrenton.org
Church World Service (Jersey City Office),"26 Journal Square, Suite 600, Jersey City, NJ 07306",(201) 659-0467,http://www.cwsglobal.org 	immigration@cwsglobal.org
El Centro de Recursos para Familias of Catholic Charities,"327 S. Broad St, Trenton, NJ 08608",(609) 394-2056,http://www.catholiccharitiestrenton.org 
El Centro Hispanoamericano,"525 E. Front St, Plainfield, NJ 07060",(908) 753-8730,http://www.elcentronj.org 	elcentronj@gmail.com
El Comite de Apoyo a los Trabajadores Agrícolas (Glassboro Office),"4 South Delsea Drive, Glassboro, NJ 08028",(856) 881-2507,http://www.cata-farmworkers.org 	catanj@aol.com
Immigration and American Citizenship Organization,"647 Main Ave, Suite 205, Passaic, NJ 07055",(973) 472-4648,http://www.iacoimmigration.org 	etorres@iacoimmigration.org
Jewish Family Services of Middlesex County (Milltown Office),"32 Ford Ave., 2nd Floor, Milltown, NJ 08850",(732) 777-1940,http://www.jfvs.org 	debbya@jfsmiddlesex.org
Kids in Need of Defense (Newark Office),"65 Livingston Ave, Roseland, NJ 07068",(862) 926-2080,http://www.supportkind.org 	splastino@supportkind.org
La Casa De Don Pedro - Center II,"39 Broadway, Newark, NJ 07104",(973) 481-4568,http://www.lacasanwk.org 
"Latin American Legal Defense and Education Fund, Inc.","669 Chambers St, Suite B, Trenton, NJ 08611",(609) 688-0881,http://www.laldef.org 	info@laldef.org
Legal Services of New Jersey - Immigration Representation Project,"P.O. Box 1357, Edison, NJ 08818",(888) 576-5529,http://www.lsnj.org 	legalhelp@lsnj.org
Lutheran Social Ministries of New Jersey - Immigration and Refugee Services,"189 S. Broad St, PO Box 30, Trenton, NJ 08608",(609) 393-4900,http://www.lsmnj.org 
Rutgers-Newark Immigrant Rights Clinic,"123 Washington St, Newark, NJ 07102",(973) 353-5292,ag912@law.rutgers.edu
Casa Reina Sisters of Our Lady of Guadalupe and St. Joseph (Gallup Office),"711 S Puerco Dr, Gallup, NM 87301",(505) 722-5511,casareina@qwestoffice.net
"Catholic Charities Legal Services Program - Las Cruces, NM","2215 S. Main St., Suite B, Las Cruces, NM 88005",(575) 527-0500,http://www.catholiccharitiesdlc.org/about/legal-services-program 	lsp@catholiccharitiesdlc.org
Catholic Charities of Albuquerque - Center for Immigration & Citizenship Legal Assistance (Albuquerque Office),"2010 Bridge Blvd S.W., Albuquerque, NM 87105",(505) 247-0442,https://www.ccasfnm.org 
Catholic Charities of Albuquerque - Center for Immigration & Citizenship Legal Assistance (Santa Fe Office),"1234 San Felipe Avenue, Santa Fe, NM 87505",(505) 424-9789,https://www.ccsafnm.org 	immi.sf@ccasfnm.org
New Mexico Immigrant Law Center,"714 4th St S.W., Albuquerque, NM 87102",(505) 247-1023,http://nmilc.org 
Santa Fe Dreamers Project,"PO Box 8009, Santa Fe, NM 87504",(505) 490-2789,http://www.santafedreamersproject.org 	info@santafedreamersproject.org
University of New Mexico School of Law - Community Lawyering Clinic,"1117 Stanford N.E., MSC11-6070, 1 University of New Mexico, Albuquerque, NM 87131",(505) 277-5265,http://lawschool.unm.edu/index.php 
"African Hope Committee, Inc.","441 Convent Ave, Suite 4D, New York, NY 10031",(212) 862-9010,http://www.afriquehope.org 	info@afriquehope.org
African Services Committee,"429 West 127th Street, New York, NY 10027",(212) 222-3882,http://www.africanservices.org 	immigration@africanservices.org
AIDS Center of Queens County,"161-21 Jamaica Avenue, 6th Floor, Jamaica, NY 11432",(718) 896-2500,http://acqc.org 
American Civic Association,"131 Front St, Binghamton, NY 13905",(607) 723-9419,http://www.americancivic.com 	americancivic@stny.rr.com
Ansob Center for Refugees,"28-19 Steinway St, 2nd Floor, Astoria, NY 11103",(718) 278-4303,imanansob@yahoo.com
Arab-American Family Support Center,"150 Court St, 3rd Floor, Brooklyn, NY 11201",(718) 643-8000,http://www.aafscny.org 	info@aafscny.org
Asian American Legal Defense and Education Fund,"99 Hudson St, 12th Floor, New York, NY 10013",(212) 966-5932,http://aaldef.org 	info@aaldef.org
Atlas: DIY,"462 36th Street, Suite PH-B, Brooklyn, NY 11232",(347) 599-1641,http://www.Atlasdiy.org 	becky.mcbride@atlasdiy.org
Benjamin N. Cardozo School of Law - Immigration Justice Clinic,"55 5th Ave, 11th Floor, New York, NY 10003",(212) 790-0340,http://www.cardozo.yu.edu 	pmarkowi@yu.edu
"Bronx Works, Inc. (Grand Concourse Office)","2070 Grand Concourse, Suite 1, Bronx, NY 10457",(718) 731-3114,http://www.bronxworks.org 
Brooklyn Defender Services - Immigration Practice,"177 Livingston St, 5th Floor, Brooklyn, NY 11201",(718) 254-0700,http://www.bds.org 
Brooklyn Legal Services (Court St.),"105 Court St, 4th Floor, Brooklyn, NY 11201",(718) 237-5500,http://www.legalservicesnyc.org/our-program/brooklyn 
Brooklyn Legal Services (Fulton St.),"1360 Fulton St, Suite 301, Brooklyn, NY 11216",(718) 636-1155,http://www.legalservicesnyc.org/our-program/brooklyn 
Cabrini Immigrant Services of New York City,"139 Henry St, New York, NY 10002",(212) 791-4590 x100,http://www.cis-nyc.org 	info@cis-nyc.org
Camba Legal Services,"2211 Church Ave, Brooklyn, NY 11226",(718) 940-6311,http://www.camba.org 	info@camba.org
Caribbean Women's Health Association - Immigrant Service Center,"3512 Church Ave, Brooklyn, NY 11203",(718) 826-2942,http://www.cwha.org 	aaly@cwha.org
Catholic Charities Community Services - Legal Services for Immigrants (Brewster Office),"175 Main Street, Brewster, NY 10509",(845) 942-5791,http://www.catholiccharitiesny.org 
Catholic Charities Community Services - Legal Services for Immigrants (Kingston Office),"6 Adams St, Suite 3, Kingston, NY 12401",(845) 340-9170 x100 or (212) 419-3700,http://www.catholiccharitiesny.org 
Catholic Charities Community Services - Legal Services for Immigrants (Middletown Office),"305 North St, Middletown, NY 10940",(845) 343-7675,http://catholiccharitiesny.org 
Catholic Charities Community Services - Legal Services for Immigrants (New York Office),"80 Maiden Lane, 13th Floor, New York, NY 10038",(212) 419-3700,http://www.catholiccharitiesny.org 
Catholic Charities Community Services - Legal Services for Immigrants (Newburgh Office),"The Newburgh Armory Unity Center, 321 South William Street, Newburgh, NY 12550",,1-845-562-4736	http://www.catholiccharitiesny.org 
Catholic Charities Community Services - Legal Services for Immigrants (Poughkeepsie Office),"218 Curch Street, Poughkeepsie, NY 12601",,1-845-452-1400	ext. 4259	http://www.catholiccharitiesny.org 
Catholic Charities Community Services - Legal Services for Immigrants (Rockland County),"78 Hudson Ave, Haverstraw, NY 10927",(845) 942-5791 or (212) 419-3700,http://www.catholiccharitiesny.org 
Catholic Charities Community Services - Legal Services for Immigrants (Staten Island Office),"1546 Castleton Ave, Staten Island, NY 10302",(718) 420-6466 or (212) 419-3700,http://www.catholiccharitiesny.org 
Catholic Charities Community Services - Legal Services for Immigrants (Yonkers Office),"204 Hawthorne Avenue, Yonkers, NY 10705",(914) 476-2700,http://www.catholiccharitiesny.org 
Catholic Charities of Albany - Immigration Services,"40 N. Main Ave, Albany, NY 12203",(518) 453-6650,http://www.ccrcda.org 	catholic.charities@rcda.org
Catholic Charities of Buffalo - Immigration and Refugee Assistance,"20 Herkimer St, Buffalo, NY 14213",(716) 842-0270,http://www.ccwny.org 
Catholic Charities of Onondaga County,"527 N. Salina St, Syracuse, NY 13208",(315) 474-7428 x11,http://www.ccoc.us 	fcastricone@ccoc.us
Catholic Charities Tompkins/Tioga,"324 W. Buffalo St, Ithaca, NY 14850",(607) 272-5062,http://www.catholiccharitiestt.org 	schaffee@dor.org
Catholic Family Center,"87 N. Clinton Ave, Rochester, NY 14604",(585) 546-7220,http://www.cfcrochester.org 
"Catholic Migration Services, Inc. (Brooklyn Office)","191 Joralemon St., 4th Fl, Brooklyn, NY 11201",(718) 236-3000,http://www.catholicmigration.org 
"Catholic Migration Services, Inc. (Queens Office)","47-01 Queens Blvd, Suite 201, Sunnyside, NY 11104",(347) 472-3500,http://www.catholicmigration.org 
Central American Legal Assistance,"240 Hooper St., Brooklyn, NY 11211",(718) 486-6800,http://centralamericanlegal.info 	cala@igc.org
Central American Refugee Center (Brentwood Office),"2000 Brentwood Road, 2nd Floor, Brentwood, NY 11717",(631) 273-8721,http://www.carecenny.org 
Central American Refugee Center (Hempstead Office),"91 N. Franklin St., Suite 208, Hempstead, NY 11550",(516) 489-8330,http://www.carecenny.org 
Church World Service (New York Office),"475 Riverside Dr, Suite 700, New York, NY 10115",(212) 870-2814,http://www.cwsglobal.org 
City Bar Justice Center,"42 W. 44th St, New York, NY 10036",(212) 382-6710,http://www2.nycbar.org/citybarjusticecenter 	immigrantjustice@nycbar.org
Connect,"127 W. 127th St, New York, NY 10027",(212) 683-0605,http://www.connectnyc.org 	connect@connectnyc.org
Cornell Law School Clinical Programs,"Myron Taylor Hall, Ithaca, NY 14853",(607) 254-5186,http://www.lawschool.cornell.edu/clinical-programs 	sjt29@cornell.edu
CUNY Citizenship Now! - City College Immigration Center,"160 Convent Ave., North Academic Center, Room 1-206, New York, NY 10031",(212) 650-6620,http://www.cuny.edu/citizenshipnow 
CUNY Citizenship Now! - City Council Member Andy King's Office,"938 E. Gun Hill Rd., Bronx, NY 10467",(718) 684-5509,http://www.cuny.edu/citizenshipnow 
CUNY Citizenship Now! - City Council Member Annabel Palma's Office,"1041 Castle Hill Ave., Bronx, NY 10472",(718) 792-1140 ,http://www.cuny.edu/citizenshipnow 
CUNY Citizenship Now! - City Council Member Barry Grodenchik's Office,"197-15 Hillside Avenue, Hollis, NY 11423",(718) 264-7895,http://www.cuny.edu/citizenshipnow 
CUNY Citizenship Now! - City Council Member Carlos Menchaca's Office,"4417 4th Avenue, Brooklyn, NY 11220",(718) 439-9012 ext. 100,http://www.cuny.edu/citizenshipnow 
CUNY Citizenship Now! - City Council Member Daniel Dromm's Office,"108-25 62nd Drive, Forest Hills, NY 11375",(718) 898-7461 ,http://www.cuny.edu/citizenshipnow 
CUNY Citizenship Now! - City Council Member Darlene Mealy's Office,"1757 Union St., 2nd Floor, Brooklyn, NY 11213",(718) 953-3097 ,http://www.cuny.edu/citizenshipnow 
CUNY Citizenship Now! - City Council Member David Greenfield's Office,"4424 16th Ave., Brooklyn, NY 11204",(718) 853-2704,http://www.cuny.edu/citizenshipnow 
CUNY Citizenship Now! - City Council Member Deborah Rose's Office,"130 Stuyvesant Place, 6th Floor, Room 602, Staten Island, NY 10301",(718) 556-7370,http://www.cuny.edu/citizenshipnow 
CUNY Citizenship Now! - City Council Member Elizabeth S. Crowley's Office,"Atlas Park Mall, 71-19 80th Street, Suite 8-303, Glendale, NY 11385",(718) 366-3900,http://www.cuny.edu/citizenshipnow 
CUNY Citizenship Now! - City Council Member Eric Ulrich's Office,"93-06 101st Ave., Ozone Park, NY 11416",(718) 738-1083,http://www.cuny.edu/citizenshipnow 
CUNY Citizenship Now! - City Council Member Fernando Cabrera's Office,"107 E. Burnside Ave., Bronx, NY 10453",(347) 590-2874,http://www.cuny.edu/citizenshipnow 
CUNY Citizenship Now! - City Council Member James Vacca's Office,"3040 E. Tremont Ave., Room 104, Bronx, NY 10461",(718) 931-1721 ,http://www.cuny.edu/citizenshipnow 
CUNY Citizenship Now! - City Council Member Julissa Ferreras' Office,"32-33A Junction Blvd., East Elmhurst, NY 11369",(718) 651-1917 ,http://www.cuny.edu/citizenshipnow 
CUNY Citizenship Now! - City Council Member Jumaane Williams' Office,"4517 Avenue D, Brooklyn, NY 11203",(718) 629-2900,http://www.cuny.edu/citizenshipnow 
CUNY Citizenship Now! - City Council Member Karen Koslowitz's Office,"108-25 62nd Drive, Forest Hills, NY 11375",(347) 965-1213,http://www.cuny.edu/citizenshipnow 
CUNY Citizenship Now! - City Council Member Laurie A. Cumbo's Office,"1 Hanson Place, Suite 201, Brooklyn, NY 11243",(718) 260-9191 ext. 3,http://www.cuny.edu/citizenshipnow 
CUNY Citizenship Now! - City Council Member Margaret Chin's Office (Orchard St. Office),"91 Orchard St., New York, NY 10002",(212) 431-0233 ext. 224,http://www.cuny.edu/citizenshipnow 
CUNY Citizenship Now! - City Council Member Margaret Chin's Office (Park Row Office),"165 Park Row, Suite #11, New York, NY 10038",(212) 587-3159 ,http://www.cuny.edu/citizenshipnow 
CUNY Citizenship Now! - City Council Member Mark Levine's Office,"500 West 141st St., New York, NY 10031",(212) 928-6814,http://www.cuny.edu/citizenshipnow 
CUNY Citizenship Now! - City Council Member Mark Treyger's Office,"445 Neptune Avenue, Community Room 2C, Brooklyn, NY 11224",(718) 373-9673,http://www.cuny.edu/citizenshipnow 
CUNY Citizenship Now! - City Council Member Mathieu Eugene's Office,"123 Linden Blvd., Brooklyn, NY 11226",(718) 287-8762,http://www.cuny.edu/citizenshipnow 
CUNY Citizenship Now! - City Council Member Peter Koo's Office,"135-27 38th Ave., Suite 388, Flushing, NY 11354",(718) 888-8747,http://www.cuny.edu/citizenshipnow 
CUNY Citizenship Now! - City Council Member Rafael L. Espinal Jr.'s Office,"786 Knickerbocker Ave., Brooklyn, NY 11207",(718) 642-8664 ,http://www.cuny.edu/citizenshipnow 
CUNY Citizenship Now! - City Council Member Rafael Salamanca Jr.'s Office,"384 E. 149th St. Third Avenue, Suite 300, Bronx, NY 10455",(718) 402-6130,http://www.cuny.edu/citizenshipnow 
CUNY Citizenship Now! - City Council Member Richie Torres' Office,"573 East Fordham Road, Bronx, NY 10458",(718) 842-8100 ,http://www.cuny.edu/citizenshipnow 
CUNY Citizenship Now! - City Council Member Robert Cornegy's Office,"1360 Fulton Street, Suite 500, Brooklyn, NY 11216",(718) 919-0740,http://www.cuny.edu/citizenshipnow 
CUNY Citizenship Now! - City Council Member Ruben Wills' Office,"95-26 Sutphin Blvd., Jamaica, NY 11435",(718) 206-2068,http://www.cuny.edu/citizenshipnow 
CUNY Citizenship Now! - City Council Member Vanessa Gibson's Office,"1377 Jerome Avenue, Bronx, NY 10452",(718) 588-7500,http://www.cuny.edu/citizenshipnow 
CUNY Citizenship Now! - City Council Member Vincent J. Gentile's Office,"8718 5th Ave., Brooklyn, NY 11209",(718) 748-5200 ,http://www.cuny.edu/citizenshipnow 
CUNY Citizenship Now! - City Council Member Ydanis Rodriguez's Office,"618 W. 177th St., Ground Floor, New York, NY 10033",(917) 521-2616,http://www.cuny.edu/citizenshipnow 
"CUNY Citizenship Now! - College of Staten Island, El Centro, and Project Hospitality Immigration Center at The Help Center","514 Bay St., Staten Island, NY 10304",(718) 448-3470,http://www.cuny.edu/citizenshipnow 
CUNY Citizenship Now! - CUNY Xpress Immigration Center,"5030 Broadway, Suite 615, New York, NY 10034",(646) 664-9350,http://www.cuny.edu/citizenshipnow 
CUNY Citizenship Now! - Flushing Immigration Center,"39-07 Prince St., Suite 2B, Flushing, NY 11354",(718) 640-9223,http://www.cuny.edu/citizenshipnow 
CUNY Citizenship Now! - Hostos Community College Immigration Center,"427 Walton Ave., T-501, Bronx, NY 10451",(718) 518-4395,http://www.cuny.edu/citizenshipnow 
"CUNY Citizenship Now! - LSA Family Health Services, Council Member Mark-Viverito's Office","333 E. 115th St., New York, NY 10029",(646) 672-5200,http://www.cuny.edu/citizenshipnow 
CUNY Citizenship Now! - Medgar Evers College Immigration Center,"1150 Carroll St., Room 226, Brooklyn, NY 11225",(718) 270-6292,http://www.cuny.edu/citizenshipnow 
CUNY Citizenship Now! - York College Immigration Center,"94-20 Guy R. Brewer Blvd., Jamaica, NY 11451",(718) 262-2983,http://www.cuny.edu/citizenshipnow 
Day One,"Canal Street Station, PO Box 1507, New York, NY 10013",(212) 566-8120,http://www.dayoneny.org 	info@dayoneny.org
Emerald Isle Immigration Center (Bronx Office),"4275 Katonah Avenue, Woodlawn, NY 10470",(718) 324-3039,http://www.eiic.org 
Emerald Isle Immigration Center (Queens Office),"59-26 Woodside Avenue, Woodside, NY 11377",(718) 478-5502,http://www.eiic.org 
Empire Justice Center (White Plains Office),"80 N. Broadway, White Plains, NY 10603",(914) 595-0910 ext. 0,https://www.empirejustice.org 	pgarcia@empirejustice.org
Empire Justice Center (Yonkers Office),"30 South Broadway, 6th Floor, Yonkers, NY 10701",(914) 595-0910 ext. 0,http://www.empirejustice.org 	pgarcia@empirejustice.org
"Erie County Bar Association Volunteer Lawyers Project, Inc.","237 Main St, Suite 1000, Buffalo, NY 14203",(716) 847-0662,http://www.ecbavlp.com 
Flushing YMCA - New Americans Welcome Center,"138-46 Northern Blvd, Flushing, NY 11354",(718) 551-9352,http://www.ymcanyc.org/flushing/classes/new-americans-welcome-centers 	mlam@ymcanyc.org
"Gay Men's Health Crisis, Inc. - Immigration Project","446 W. 33rd St, 6th Floor, New York, NY 10001",(212) 367-1134,http://www.gmhc.org 	intake@gmhc.org
HANAC Community Services Center - Immigration Programs (Astoria Office),"23-16 30th Ave, Astoria, NY 11102",(347) 774-8501,http://www.hanac.org 	info@hanac.org
HANAC Community Services Center - Immigration Programs (Harlem Office),"127 W. 127th Street, Room 219, New York, NY 10027",(212) 996-3949,http://www.hanac.org 	info@hanac.org
"Her Justice, Inc.","100 Broadway, 10th Floor, New York, NY 10005",(212) 695-3800,http://www.herjustice.org 	inquiries@herjustice.org
HIAS (New York Office),"411 Fifth Ave, Suite 1006, New York, NY 10016",(212) 967-4100,http://www.hias.org 	correspondence@hias.org
Hiscock Legal Aid Society - Immigration Project,"351 S. Warren Street, Syracuse, NY 13202",(315) 422-8191,http://www.hiscocklegalaid.org 	mail@hiscocklegalaid.org
HIV Law Project,"81 Willoughby Street, 5th Floor, Brooklyn, NY 11201",(212) 577-3001,http://www.hivlawproject.org 	info@hivlawproject.org
Hofstra University School of Law - Asylum Clinic,"Joan Axinn Hall, 108 Hofstra University, Hempstead, NY 11549",(516) 463-5934,http://www.hofstra.edu 
Hofstra Youth Advocacy Clinic,"108 Hofstra University, Hempstead, NY 11549",(516) 463-5934,http://law.hofstra.edu/Academics/Clinics/clinic_descriptions.html 	lawclinic@hofstra.edu
Human Rights First - Asylum Legal Representation Program (New York Office),"75 Broad Street , 31st Floor, New York, NY 10004",(212) 845-5200,http://humanrightsfirst.org 
Immigrant Community Law Center,"429 West 127th Street, New York, NY 10027",(212) 222-3882 ext. 134,http://www.immigrantcommunitylaw.org 	help@immigrantcommunitylaw.org
"Immigrant Hope - Brooklyn NY, Inc.","6501 6th Ave, Brooklyn, NY 11220",(718) 745-7702,http://www.immigranthope.org/brooklyn 	info.brooklyn@immigranthope.org
Immigrant Justice Corps,"17 Battery Place, Ste. 236, New York, NY 10004",(212) 407-3417,http://justicecorps.org 	info@justicecorps.org
Immigrant Justice Corps at Brooklyn Public Library (Canarsie Library),"1580 Rockaway Pkwy (at Ave J), Brooklyn, NY 11236",(718) 230-2042,http://www.bklynlibrary.org/immigrant-services/immigrant-justice-corps 
Immigrant Justice Corps at Brooklyn Public Library (Central Library),"10 Grand Army Plaza, Brooklyn, NY 11238",(718) 230-2042,http://www.bklynlibrary.org/immigrant-services/immigrant-justice-corps 
Immigrant Justice Corps at Brooklyn Public Library (Sunset Park Library),"5108 4th Ave (at 51st St), Brooklyn, NY 11220",(718) 230-2042,http://www.bklynlibrary.org/immigrant-services/immigrant-justice-corps 
Immigration Advocacy Services,"36-16 Astoria Blvd., Astoria, NY 11103",(718) 956-8218,http://www.immigrationadvocacy.com 	info@iasny.org
Immigration Equality,"40 Exchange Pl, Suite 1300, New York, NY 10005",(212) 714-2904,http://www.immigrationequality.org 	legal@immigrationequality.org
